date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:51:46	12650/12650	---M--	200	added ('OK')	image/png	date:Wed,%2011%20Mar%202020%2015:47:57%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2020/03/ev3hallo.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2020/03/ev3hallo.png	(from https://robnewtec.wordpress.com/openrobertaev3/)
13:51:47	120487/120487	---M--	200	added ('OK')	image/png	date:Wed,%2011%20Mar%202020%2015:52:07%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2020/03/ev3hallogrande.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2020/03/ev3hallogrande.png	(from https://robnewtec.wordpress.com/openrobertaev3/)
13:51:48	25150/25150	---M--	200	added ('OK')	image/png	date:Wed,%2011%20Mar%202020%2016:02:25%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2020/03/ev3sensore1-2.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2020/03/ev3sensore1-2.png	(from https://robnewtec.wordpress.com/openrobertaev3/)
13:51:49	23753/23753	---M--	200	added ('OK')	image/png	date:Wed,%2011%20Mar%202020%2016:16:15%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2020/03/ev3sensore3-2.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2020/03/ev3sensore3-2.png	(from https://robnewtec.wordpress.com/openrobertaev3/)
13:51:49	663/663	---M--	200	added ('OK')	image/png	date:Wed,%2026%20Feb%202020%2010:51:39%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2020/02/scelta2.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2020/02/scelta2.png	(from https://robnewtec.wordpress.com/openrobertaev3/)
13:51:51	25426/25426	---M--	200	added ('OK')	image/png	date:Wed,%2011%20Mar%202020%2016:17:14%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2020/03/ev3sensore4-1.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2020/03/ev3sensore4-1.png	(from https://robnewtec.wordpress.com/openrobertaev3/)
13:51:51	515/515	---M--	200	added ('OK')	image/png	date:Wed,%2026%20Feb%202020%2011:19:43%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2020/02/scelta4.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2020/02/scelta4.png	(from https://robnewtec.wordpress.com/openrobertaev3/)
13:51:53	25765/25765	---M--	200	added ('OK')	image/png	date:Wed,%2011%20Mar%202020%2016:18:07%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2020/03/ev3sensore5.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2020/03/ev3sensore5.png	(from https://robnewtec.wordpress.com/openrobertaev3/)
13:51:54	50042/50042	---M--	200	added ('OK')	image/png	date:Wed,%2011%20Mar%202020%2016:23:43%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2020/03/ev3sensore6.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2020/03/ev3sensore6.png	(from https://robnewtec.wordpress.com/openrobertaev3/)
13:51:55	53812/53812	---M--	200	added ('OK')	image/png	date:Wed,%2011%20Mar%202020%2016:35:20%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2020/03/ev3cicloindefinito.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2020/03/ev3cicloindefinito.png	(from https://robnewtec.wordpress.com/openrobertaev3/)
13:51:56	53541/53541	---M--	200	added ('OK')	image/png	date:Wed,%2011%20Mar%202020%2016:40:44%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2020/03/ev3cicloindefinito2.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2020/03/ev3cicloindefinito2.png	(from https://robnewtec.wordpress.com/openrobertaev3/)
13:51:56	10273/10273	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Dec%202020%2015:38:43%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2020/12/icona-dati-sensori.png?w=300	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2020/12/icona-dati-sensoric6eb.png	(from https://robnewtec.wordpress.com/openrobertaev3/)
13:51:57	6329/6329	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Dec%202020%2015:42:34%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2020/12/finestra-dati-sensori.png?w=300	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2020/12/finestra-dati-sensoric6eb.png	(from https://robnewtec.wordpress.com/openrobertaev3/)
13:51:58	8249/8249	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Dec%202020%2015:26:17%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2020/12/gestione-led.png?w=300	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2020/12/gestione-ledc6eb.png	(from https://robnewtec.wordpress.com/openrobertaev3/)
13:51:59	3649/3649	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Dec%202020%2015:28:25%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2020/12/led.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2020/12/led.png	(from https://robnewtec.wordpress.com/openrobertaev3/)
13:52:01	9205/9205	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Dec%202020%2015:19:07%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2020/12/gestione-schermo1.png?w=300	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2020/12/gestione-schermo1c6eb.png	(from https://robnewtec.wordpress.com/openrobertaev3/)
13:52:01	5987/5987	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Dec%202020%2015:20:32%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2020/12/gestione-schermo2.png?w=194	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2020/12/gestione-schermo2587c.png	(from https://robnewtec.wordpress.com/openrobertaev3/)
13:52:03	9246/9246	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Dec%202020%2015:58:23%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2020/12/gestione-schermo3.png?w=300	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2020/12/gestione-schermo3c6eb.png	(from https://robnewtec.wordpress.com/openrobertaev3/)
13:52:04	15615/15615	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Dec%202020%2016:05:26%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2020/12/gestione-schermo4-1.png?w=291	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2020/12/gestione-schermo4-178b4.png	(from https://robnewtec.wordpress.com/openrobertaev3/)
13:52:04	5716/5716	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Dec%202020%2015:11:53%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2020/12/frequenza.png?w=300	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2020/12/frequenzac6eb.png	(from https://robnewtec.wordpress.com/openrobertaev3/)
13:52:06	9302/9302	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Dec%202020%2015:13:51%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2020/12/durata-nota.png?w=300	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2020/12/durata-notac6eb.png	(from https://robnewtec.wordpress.com/openrobertaev3/)
13:52:06	5843/5843	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Dec%202020%2015:15:59%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2020/12/tipo-di-nota.png?w=300	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2020/12/tipo-di-notac6eb.png	(from https://robnewtec.wordpress.com/openrobertaev3/)
13:52:07	65738/65738	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2029%20Nov%202025%2012:52:07%20GMT	https://robnewtec.wordpress.com/openrobertaev3/GET	/home/andrea/websites/sito/robnewtec.wordpress.com/openrobertaev3/GET	(from https://robnewtec.wordpress.com/openrobertaev3/)
13:52:08	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2029%20Nov%202025%2012:52:08%20GMT	https://robnewtec.wordpress.com/openrobertaev3/?share=facebook	/home/andrea/websites/sito/robnewtec.wordpress.com/openrobertaev3/index5a58.html	(from https://robnewtec.wordpress.com/openrobertaev3/)
13:52:08	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2029%20Nov%202025%2012:52:08%20GMT	https://robnewtec.wordpress.com/openrobertaev3/?share=twitter	/home/andrea/websites/sito/robnewtec.wordpress.com/openrobertaev3/index9a7b.html	(from https://robnewtec.wordpress.com/openrobertaev3/)
13:52:09	74819/74819	---M--	200	added ('OK')	image/png	date:Wed,%2026%20Jan%202022%2009:05:22%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi1.png?w=1024	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi12dff.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:09	21294/21294	---M--	200	added ('OK')	image/png	date:Wed,%2026%20Jan%202022%2009:13:36%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi2-1.png?w=1005	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi2-15b09.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:11	52870/52870	---M--	200	added ('OK')	image/png	date:Wed,%2026%20Jan%202022%2009:20:20%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi3.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi3.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:12	52786/52786	---M--	200	added ('OK')	image/png	date:Wed,%2026%20Jan%202022%2009:52:15%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi4-1.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi4-1.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:12	3581/3581	---M--	200	added ('OK')	image/png	date:Wed,%2026%20Jan%202022%2010:04:11%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi5start.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi5start.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:13	3618/3618	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jan%202022%2011:31:48%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi6motoregrande.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi6motoregrande.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:14	3756/3756	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jan%202022%2011:33:25%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi7motoremedio.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi7motoremedio.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:15	10396/10396	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Feb%202020%2011:44:33%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2020/02/legoev3blocchimotoregrande.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2020/02/legoev3blocchimotoregrande.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:17	16304/16304	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jan%202022%2011:40:24%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi8motoremediorotazioniintere.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi8motoremediorotazioniintere.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:18	12237/12237	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jan%202022%2011:47:54%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi9motoremediorotazioniintere.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi9motoremediorotazioniintere.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:19	13069/13069	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jan%202022%2011:52:06%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi10motoremediorotazioniintere.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi10motoremediorotazioniintere.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:20	16366/16366	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jan%202022%2011:56:08%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi11motoremediogradi.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi11motoremediogradi.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:21	12032/12032	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jan%202022%2012:03:29%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi12motoremediogradi.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi12motoremediogradi.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:22	16269/16269	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jan%202022%2012:10:49%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi12motoregrandesecondii.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi12motoregrandesecondii.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:23	12577/12577	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jan%202022%2012:15:10%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi13motoregrandesecondi.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi13motoregrandesecondi.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:24	10699/10699	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Feb%202020%2011:45:07%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2020/02/legoev3blocchimotoremedio.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2020/02/legoev3blocchimotoremedio.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:25	15789/15789	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jan%202022%2012:21:14%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchimotoremediorotazioniintere.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchimotoremediorotazioniintere.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:26	12431/12431	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jan%202022%2012:25:54%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchimotoremediopotenza.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchimotoremediopotenza.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:27	11850/11850	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Feb%202020%2012:05:40%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2020/02/legoev3blocchi2motorigrand1rotazione1.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2020/02/legoev3blocchi2motorigrand1rotazione1.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:28	12136/12136	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Feb%202020%2012:07:16%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2020/02/legoev3blocchi2motorigrand1rotazione2.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2020/02/legoev3blocchi2motorigrand1rotazione2.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:29	13400/13400	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jan%202022%2014:36:02%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi2motoricontrollosterzo.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi2motoricontrollosterzo.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:30	13564/13564	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jan%202022%2014:42:13%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi2amotoricontrollosterzo.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi2amotoricontrollosterzo.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:31	13559/13559	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jan%202022%2014:44:56%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi2bmotoricontrollosterzo.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi2bmotoricontrollosterzo.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:32	12363/12363	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jan%202022%2014:47:40%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi2cmotoricontrollosterzo.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi2cmotoricontrollosterzo.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:33	14106/14106	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jan%202022%2014:51:51%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi2motorimovimentocingolato.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi2motorimovimentocingolato.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:34	14266/14266	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jan%202022%2014:55:24%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi2motorimovimentocingolato2.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi2motorimovimentocingolato2.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:35	12556/12556	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jan%202022%2015:00:00%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi2motorimovimentocingolato3.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi2motorimovimentocingolato3.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:36	14835/14835	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jan%202022%2015:23:22%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchivideo.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchivideo.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:36	9566/9566	---M--	200	added ('OK')	image/png	date:Mon,%2017%20Feb%202020%2011:48:12%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2020/02/legoev3blocchisuono.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2020/02/legoev3blocchisuono.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:38	14484/14484	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jan%202022%2015:34:30%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchiaudiosuoni-1.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchiaudiosuoni-1.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:38	10343/10343	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jan%202022%2015:37:06%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchiaudiotono.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchiaudiotono.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:40	14329/14329	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jan%202022%2016:50:20%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchistatobrick.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchistatobrick.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:41	16219/16219	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Jan%202022%2015:21:48%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchicontrolloflusso1.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchicontrolloflusso1.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:41	3122/3122	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Jan%202022%2015:25:30%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchicontrolloflusso2.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchicontrolloflusso2.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:42	3138/3138	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Jan%202022%2015:34:47%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchicontrolloflusso3.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchicontrolloflusso3.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:44	15193/15193	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Jan%202022%2015:39:12%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchicontrolloflusso3a.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchicontrolloflusso3a.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:44	4622/4622	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Jan%202022%2015:41:26%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchicontrolloflusso4.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchicontrolloflusso4.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:46	18426/18426	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Jan%202022%2015:44:27%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchicontrolloflusso5.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchicontrolloflusso5.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:47	18111/18111	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Jan%202022%2015:48:21%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchicontrolloflusso5b-1.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchicontrolloflusso5b-1.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:48	19273/19273	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Jan%202022%2015:52:16%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchicontrolloflusso5c.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchicontrolloflusso5c.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:48	4352/4352	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Jan%202022%2016:04:37%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchicontrolloflusso6x.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchicontrolloflusso6x.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:50	36998/36998	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Jan%202022%2016:03:40%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchicontrolloflusso6.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchicontrolloflusso6.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:51	42999/42999	---M--	200	added ('OK')	image/png	date:Fri,%2028%20Jan%202022%2016:22:11%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchicontrolloflusso7.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchicontrolloflusso7.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:52	21466/21466	---M--	200	added ('OK')	image/png	date:Sat,%2029%20Jan%202022%2010:39:04%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchicontrollosensori1.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchicontrollosensori1.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:52	3526/3526	---M--	200	added ('OK')	image/png	date:Sat,%2029%20Jan%202022%2010:45:52%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchicontrollosensori4ultrasuoni.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchicontrollosensori4ultrasuoni.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:54	18542/18542	---M--	200	added ('OK')	image/png	date:Thu,%2027%20Jan%202022%2017:17:09%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi2sensoriultra.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchi2sensoriultra.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:54	3427/3427	---M--	200	added ('OK')	image/png	date:Sat,%2029%20Jan%202022%2010:54:56%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchicontrollosensori5tocco.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchicontrollosensori5tocco.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:56	15521/15521	---M--	200	added ('OK')	image/png	date:Sat,%2029%20Jan%202022%2011:01:08%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchicontrollosensori5toccoesempio.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchicontrollosensori5toccoesempio.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
13:52:56	3448/3448	---M--	200	added ('OK')	image/png	date:Sat,%2029%20Jan%202022%2011:03:58%20GMT	https://robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchicontrollosensori3colore.png	/home/andrea/websites/sito/robnewtec.wordpress.com/wp-content/uploads/2022/01/ev3blocchicontrollosensori3colore.png	(from https://robnewtec.wordpress.com/legoev3blocchi/)
